case_id,scenario,scenario_weight,month,portfolio_ead,ead_weighted_lgd,contractual_principal_due,scheduled_principal_applied,expected_prepayment,closing_balance,expected_cure_recovery,expected_collateral_recovery,discounted_expected_recovery_at_default
low_prepayment,upside,0.150000,24,209579.167637,0.129824,13249.761905,9291.428571,789.362781,199498.376285,114593.636100,74647.063056,182370.760456
low_prepayment,upside,0.150000,25,199498.376285,0.128312,9291.428571,9291.428571,729.098261,189477.849453,107725.373096,72837.932995,173900.269531
low_prepayment,upside,0.150000,26,189477.849453,0.126650,9291.428571,9291.428571,669.220337,179517.200544,100899.788822,71037.902890,165480.396827
low_prepayment,upside,0.150000,27,179517.200544,0.124815,9291.428571,9291.428571,609.726407,169616.045566,94116.601991,69246.926505,157110.821729
low_prepayment,upside,0.150000,28,169616.045566,0.122776,9291.428571,9291.428571,550.613882,159774.003112,87375.533250,67464.957844,148791.225747
low_prepayment,upside,0.150000,29,159774.003112,0.120500,9291.428571,9291.428571,491.880197,149990.694344,80676.305164,65691.951145,140521.292501
low_prepayment,upside,0.150000,30,149990.694344,0.117941,9291.428571,9291.428571,433.522799,140265.742974,74018.642203,63927.860880,132300.707709
low_prepayment,upside,0.150000,31,140265.742974,0.115043,9291.428571,9291.428571,375.539157,130598.775245,67402.270728,62172.641756,124129.159171
low_prepayment,upside,0.150000,32,130598.775245,0.111735,9291.428571,8939.024928,320.605574,121339.144743,60826.918979,60426.248710,116006.336755
low_prepayment,upside,0.150000,33,121339.144743,0.108283,9291.428571,5089.303916,295.204911,115954.635916,54565.102425,58688.636911,108200.215918
low_prepayment,upside,0.150000,34,115954.635916,0.108459,9291.428571,1791.428571,287.617937,113875.589408,51316.775019,56972.458167,103378.290426
low_prepayment,upside,0.150000,35,113875.589408,0.106273,9291.428571,1791.428571,280.060088,111804.100749,50183.359839,56445.770660,101773.690846
low_prepayment,upside,0.150000,36,111804.100749,0.104010,133800.000000,111804.100749,0.000000,0.000000,49054.199906,55921.329644,100175.369264
low_cure,base,0.600000,1,554000.000000,0.463136,13249.761905,13249.761905,4618.331199,536131.906896,199680.000000,114781.557600,297422.843182
low_cure,base,0.600000,2,536131.906896,0.457982,13249.761905,13249.761905,4442.854007,518439.290984,192607.316183,114781.557600,290592.942749
low_cure,base,0.600000,3,518439.290984,0.452525,13249.761905,13249.761905,4269.194725,500920.334354,185606.355709,114781.557600,283832.333091
low_cure,base,0.600000,4,500920.334354,0.446738,13249.761905,13249.761905,4097.333768,483573.238681,178676.358310,114781.557600,277140.279529
low_cure,base,0.600000,5,483573.238681,0.440589,13249.761905,13249.761905,3927.251768,466396.225008,171816.572060,114781.557600,270516.055442
low_cure,base,0.600000,6,466396.225008,0.434046,13249.761905,13249.761905,3758.929572,449387.533531,165026.253275,114781.557600,263958.942178
low_cure,base,0.600000,7,449387.533531,0.427069,13249.761905,13249.761905,3592.348239,432545.423387,158304.666422,114781.557600,257468.228965
low_cure,base,0.600000,8,432545.423387,0.419614,13249.761905,13249.761905,3427.489041,415868.172442,151651.084028,114781.557600,251043.212817
low_cure,base,0.600000,9,415868.172442,0.411633,13249.761905,13249.761905,3264.333454,399354.077083,145064.786590,114781.557600,244683.198454
low_cure,base,0.600000,10,399354.077083,0.403067,13249.761905,13249.761905,3102.863162,383001.452016,138545.062483,114781.557600,238387.498207
low_cure,base,0.600000,11,383001.452016,0.393852,13249.761905,13249.761905,2943.060053,366808.630059,132091.207870,114781.557600,232155.431941
low_cure,base,0.600000,12,366808.630059,0.383912,13249.761905,13249.761905,2784.906213,350773.961941,125702.526620,114781.557600,225986.326961
low_cure,base,0.600000,13,350773.961941,0.373159,13249.761905,13249.761905,2628.383929,334895.816108,119378.330216,114781.557600,219879.517936
low_cure,base,0.600000,14,334895.816108,0.361490,13249.761905,13249.761905,2473.475682,319172.578521,113117.937673,114781.557600,213834.346813
low_cure,base,0.600000,15,319172.578521,0.348784,13249.761905,13249.761905,2320.164151,303602.652465,106920.675449,114781.557600,207850.162734
low_cure,base,0.600000,16,303602.652465,0.335106,13249.761905,13249.761905,2168.432202,288184.458359,100785.877365,114714.380150,201863.693493
low_cure,base,0.600000,17,288184.458359,0.327733,13249.761905,13249.761905,2018.262894,272916.433560,94712.884523,112287.391920,193736.916943
low_cure,base,0.600000,18,272916.433560,0.319612,13249.761905,13249.761905,1869.639473,257797.032181,88701.045220,109881.619476,185688.996376
low_cure,base,0.600000,19,257797.032181,0.310624,13249.761905,13249.761905,1722.545370,242824.724907,82749.714869,107496.877359,177719.136019
low_cure,base,0.600000,20,242824.724907,0.300621,13249.761905,13249.761905,1576.964199,227997.998803,76858.255922,105132.981730,169826.548410
low_cure,base,0.600000,21,227997.998803,0.289422,13249.761905,13249.761905,1432.879755,213315.357143,71026.037788,102789.750357,162010.454311
low_cure,base,0.600000,22,213315.357143,0.276798,13249.761905,11933.035212,1303.001059,200079.320873,65252.436753,100467.002601,154270.082616
low_cure,base,0.600000,23,200079.320873,0.264737,13249.761905,9291.428571,1199.993123,189587.899178,60062.348573,98164.559402,147111.002901
low_cure,base,0.600000,24,189587.899178,0.259819,13249.761905,9291.428571,1098.065866,179198.404740,55978.851101,95105.697764,140329.444015
low_cure,base,0.600000,25,179198.404740,0.255438,9291.428571,9291.428571,997.207348,168909.768820,51936.921835,91866.595774,133424.264233
low_cure,base,0.600000,26,168909.768820,0.250585,9291.428571,9291.428571,897.405768,158720.934481,47936.110889,88654.033800,126583.443650
low_cure,base,0.600000,27,158720.934481,0.245176,9291.428571,9291.428571,798.649459,148630.856450,43975.973458,85467.792129,119806.348199
low_cure,base,0.600000,28,148630.856450,0.239106,9291.428571,9291.428571,700.926888,138638.500991,40056.069759,82307.652884,113092.350374
low_cure,base,0.600000,29,138638.500991,0.232242,9291.428571,9291.428571,604.226654,128742.845766,36175.964971,79173.400010,106440.829160
low_cure,base,0.600000,30,128742.845766,0.224414,9291.428571,8681.952302,516.149795,119544.743669,32335.229181,76064.819255,99851.169965
low_cure,base,0.600000,31,119544.743669,0.217133,9291.428571,5124.761905,473.406805,113946.574958,28807.285425,72981.698156,93587.648495
low_cure,base,0.600000,32,113946.574958,0.219569,9291.428571,3129.719925,448.443802,110368.411231,26912.751412,69923.826026,88927.457875
low_cure,base,0.600000,33,110368.411231,0.219205,9291.428571,1791.428571,435.364490,108141.618170,25752.832344,68148.748872,86175.092040
low_cure,base,0.600000,34,108141.618170,0.216784,9291.428571,1791.428571,422.366349,105927.823249,25084.148780,67231.222622,84698.192080
low_cure,base,0.600000,35,105927.823249,0.214267,9291.428571,1791.428571,409.448858,103726.945819,24419.536547,66320.049674,83230.984695
low_cure,base,0.600000,36,103726.945819,0.211647,133800.000000,103726.945819,0.000000,0.000000,23758.969699,65415.186036,81773.404914
low_cure,downside,0.250000,1,554000.000000,0.604769,13249.761905,13249.761905,2710.452415,538039.785680,156468.000000,85225.566221,218958.213480
low_cure,downside,0.250000,2,538039.785680,0.601842,13249.761905,13249.761905,2618.584236,522171.439539,151392.814442,85225.566221,214224.741883
low_cure,downside,0.250000,3,522171.439539,0.598753,13249.761905,13249.761905,2527.271821,506394.405813,146347.959983,85225.566221,209519.579957
low_cure,downside,0.250000,4,506394.405813,0.595488,13249.761905,13249.761905,2436.511681,490708.132227,141333.248050,85225.566221,204842.551609
low_cure,downside,0.250000,5,490708.132227,0.592031,13249.761905,13249.761905,2346.300349,475112.069973,136348.491282,85225.566221,200193.481878
low_cure,downside,0.250000,6,475112.069973,0.588366,13249.761905,13249.761905,2256.634380,459605.673688,131393.503515,85225.566221,195572.196927
low_cure,downside,0.250000,7,459605.673688,0.584473,13249.761905,13249.761905,2167.510353,444188.401430,126468.099784,85225.566221,190978.524031
low_cure,downside,0.250000,8,444188.401430,0.580331,13249.761905,13249.761905,2078.924866,428859.714660,121572.096305,85225.566221,186412.291575
low_cure,downside,0.250000,9,428859.714660,0.575914,13249.761905,13249.761905,1990.874542,413619.078213,116705.310475,85225.566221,181873.329045
low_cure,downside,0.250000,10,413619.078213,0.571196,13249.761905,13249.761905,1903.356025,398465.960283,111867.560862,85225.566221,177361.467017
low_cure,downside,0.250000,11,398465.960283,0.566145,13249.761905,13249.761905,1816.365980,383399.832398,107058.667195,85225.566221,172876.537157
low_cure,downside,0.250000,12,383399.832398,0.560724,13249.761905,13249.761905,1729.901093,368420.169401,102278.450359,85225.566221,168418.372208
low_cure,downside,0.250000,13,368420.169401,0.554892,13249.761905,13249.761905,1643.958074,353526.449422,97526.732385,85225.566221,163986.805985
low_cure,downside,0.250000,14,353526.449422,0.548600,13249.761905,13249.761905,1558.533651,338718.153866,92803.336446,85225.566221,159581.673369
low_cure,downside,0.250000,15,338718.153866,0.541794,13249.761905,13249.761905,1473.624576,323994.767385,88108.086847,85225.566221,155202.810298
low_cure,downside,0.250000,16,323994.767385,0.534406,13249.761905,13249.761905,1389.227620,309355.777861,83440.809017,85225.566221,150850.053759
low_cure,downside,0.250000,17,309355.777861,0.526360,13249.761905,13249.761905,1305.339575,294800.676381,78801.329502,85225.566221,146523.241787
low_cure,downside,0.250000,18,294800.676381,0.517565,13249.761905,13249.761905,1221.957255,280328.957221,74189.475961,85225.566221,142222.213450
low_cure,downside,0.250000,19,280328.957221,0.507911,13249.761905,13249.761905,1139.077494,265940.117822,69605.077154,85225.566221,137946.808850
low_cure,downside,0.250000,20,265940.117822,0.497267,13249.761905,13249.761905,1056.697146,251633.658772,65047.962936,85225.566221,133696.869109
low_cure,downside,0.250000,21,251633.658772,0.485473,13249.761905,13249.761905,974.813085,237409.083782,60517.964253,85225.566221,129472.236369
low_cure,downside,0.250000,22,237409.083782,0.472334,13249.761905,13249.761905,893.422205,223265.899672,56014.913129,85225.566221,125272.753779
low_cure,downside,0.250000,23,223265.899672,0.461115,13249.761905,11493.008356,822.488797,210950.402519,51538.642666,84344.777274,120314.621282
low_cure,downside,0.250000,24,210950.402519,0.457402,13249.761905,9291.428571,764.477073,200894.496874,47656.692538,81837.540389,114461.287690
low_cure,downside,0.250000,25,200894.496874,0.455925,9291.428571,9291.428571,706.822232,190896.246071,44509.425236,79343.198256,109301.590638
low_cure,downside,0.250000,26,190896.246071,0.454305,9291.428571,9291.428571,649.521968,180955.295532,41381.204920,76861.684557,104171.119304
low_cure,downside,0.250000,27,180955.295532,0.452518,9291.428571,9291.428571,592.573991,171071.292969,38271.909991,74392.933315,99069.701222
low_cure,downside,0.250000,28,171071.292969,0.450538,9291.428571,9291.428571,535.976028,161243.888370,35181.419657,71936.878891,93997.164980
low_cure,downside,0.250000,29,161243.888370,0.448330,9291.428571,9291.428571,479.725820,151472.733978,32109.613928,69493.455988,88953.340220
low_cure,downside,0.250000,30,151472.733978,0.445854,9291.428571,9291.428571,423.821123,141757.484284,29056.373607,67062.599639,83938.057623
low_cure,downside,0.250000,31,141757.484284,0.443055,9291.428571,9291.428571,368.259707,132097.796006,26021.580289,64644.245216,78951.148909
low_cure,downside,0.250000,32,132097.796006,0.439866,9291.428571,9291.428571,313.039360,122493.328075,23005.116353,62238.328421,73992.446828
low_cure,downside,0.250000,33,122493.328075,0.436200,9291.428571,5382.783064,286.632018,116823.912993,20006.864958,59844.785287,69061.785153
low_cure,downside,0.250000,34,116823.912993,0.439091,9291.428571,2125.505958,277.658802,114420.748233,18489.534642,57463.552176,65527.622423
low_cure,downside,0.250000,35,114420.748233,0.433679,9291.428571,1791.428571,270.439319,112358.880342,17929.469888,57225.020921,64798.839366
low_cure,downside,0.250000,36,112358.880342,0.427071,133800.000000,112358.880342,0.000000,0.000000,17466.655202,57225.020921,64373.618678
low_cure,upside,0.150000,1,554000.000000,0.381913,13249.761905,13249.761905,5856.233958,534894.004137,228488.000000,125414.017344,342420.241277
low_cure,upside,0.150000,2,534894.004137,0.375553,13249.761905,13249.761905,5618.049111,516026.193121,219932.664612,125414.017344,334013.193475
low_cure,upside,0.150000,3,516026.193121,0.368803,13249.761905,13249.761905,5383.003625,497393.427591,211487.157862,125414.017344,325714.095381
low_cure,upside,0.150000,4,497393.427591,0.361629,13249.761905,13249.761905,5151.054417,478992.611269,203150.001824,125414.017344,317521.494149
low_cure,upside,0.150000,5,478992.611269,0.353990,13249.761905,13249.761905,4922.159014,460820.690351,194919.739183,125414.017344,309433.957193
low_cure,upside,0.150000,6,460820.690351,0.345841,13249.761905,13249.761905,4696.275541,442874.652905,186794.932940,125414.017344,301450.071902
low_cure,upside,0.150000,7,442874.652905,0.337130,13249.761905,13249.761905,4473.362721,425151.528279,178774.166119,125414.017344,293568.445348
low_cure,upside,0.150000,8,425151.528279,0.327798,13249.761905,13249.761905,4253.379856,407648.386518,170856.041481,125414.017344,285787.704009
low_cure,upside,0.150000,9,407648.386518,0.317779,13249.761905,13249.761905,4036.286828,390362.337786,163039.181240,125414.017344,278106.493487
low_cure,upside,0.150000,10,390362.337786,0.306994,13249.761905,13249.761905,3822.044081,373290.531799,155322.226787,125414.017344,270523.478237
low_cure,upside,0.150000,11,373290.531799,0.295355,13249.761905,13249.761905,3610.612624,356430.157271,147703.838411,125414.017344,263037.341293
low_cure,upside,0.150000,12,356430.157271,0.282758,13249.761905,13249.761905,3401.954012,339778.441354,140182.695033,125414.017344,255646.784006
low_cure,upside,0.150000,13,339778.441354,0.271419,13249.761905,13249.761905,3196.030345,323332.649104,132757.493934,124581.495275,247556.024531
low_cure,upside,0.150000,14,323332.649104,0.263614,13249.761905,13249.761905,2992.804259,307090.082940,125426.950500,122218.447894,238097.674242
low_cure,upside,0.150000,15,307090.082940,0.255085,13249.761905,13249.761905,2792.238915,291048.082121,118189.797954,119881.549838,228756.070052
low_cure,upside,0.150000,16,291048.082121,0.245727,13249.761905,13249.761905,2594.297994,275204.022222,111044.787108,117570.511739,219529.707837
low_cure,upside,0.150000,17,275204.022222,0.236891,13249.761905,13249.761905,2398.945692,259555.314626,103990.686110,114852.504431,210010.560957
low_cure,upside,0.150000,18,259555.314626,0.229164,13249.761905,13249.761905,2206.146706,244099.406015,97026.280191,111596.889861,200074.645864
low_cure,upside,0.150000,19,244099.406015,0.220573,13249.761905,13249.761905,2015.866232,228833.777879,90150.371431,108374.987978,190257.758554
low_cure,upside,0.150000,20,228833.777879,0.210963,13249.761905,13249.761905,1828.069957,213755.946017,83361.778508,105186.445946,180558.402152
low_cure,upside,0.150000,21,213755.946017,0.200139,13249.761905,13249.761905,1642.724049,198863.460063,76659.336468,102030.914656,170975.099423
low_cure,upside,0.150000,22,198863.460063,0.187853,13249.761905,9837.951229,1501.593300,187523.915535,70041.896491,98908.048687,161506.392501
low_cure,upside,0.150000,23,187523.915535,0.180606,13249.761905,9291.428571,1369.030066,176863.456898,65041.681356,95817.506266,153655.956220
low_cure,upside,0.150000,24,176863.456898,0.173713,13249.761905,9291.428571,1238.230714,166333.797612,60351.054332,92758.949231,146139.915303
low_cure,upside,0.150000,25,166333.797612,0.166056,9291.428571,9291.428571,1109.170480,155933.198560,55720.513275,89732.042990,138713.043235
low_cure,upside,0.150000,26,155933.198560,0.157497,9291.428571,9291.428571,981.824958,145659.945031,51149.235807,86736.456486,131374.216349
low_cure,upside,0.150000,27,145659.945031,0.147862,9291.428571,9291.428571,856.170100,135512.346359,46636.411330,83771.862158,124122.325885
low_cure,upside,0.150000,28,135512.346359,0.136933,9291.428571,9291.428571,732.182206,125488.735581,42181.240848,80837.935900,116956.277789
low_cure,upside,0.150000,29,125488.735581,0.124423,9291.428571,7631.276836,636.239613,117221.219132,37782.936799,77934.357032,109874.992510
low_cure,upside,0.150000,30,117221.219132,0.115416,9291.428571,5124.761905,581.359301,111515.097926,34269.034158,75060.808257,103692.046284
low_cure,upside,0.150000,31,111515.097926,0.113943,9291.428571,3184.059699,548.505470,107782.532757,32047.876929,72216.975627,98808.745560
low_cure,upside,0.150000,32,107782.532757,0.110891,9291.428571,1791.428571,531.369855,105459.734331,30646.836900,70523.376799,95830.439381
low_cure,upside,0.150000,33,105459.734331,0.106654,9291.428571,1791.428571,514.368152,103153.937607,29831.383436,69650.769810,94212.018761
low_cure,upside,0.150000,34,103153.937607,0.102246,9291.428571,1791.428571,497.499273,100865.009763,29022.131955,68785.790811,92606.840219
low_cure,upside,0.150000,35,100865.009763,0.097657,9291.428571,1791.428571,480.762137,98592.819055,28219.032837,67928.373123,91014.792487
low_cure,upside,0.150000,36,98592.819055,0.092877,133800.000000,98592.819055,0.000000,0.000000,27422.036871,67078.450646,89435.765251
collateral_downturn,base,0.600000,1,554000.000000,0.369031,13249.761905,13249.761905,4618.331199,536131.906896,307200.000000,58394.374500,349556.966718
collateral_downturn,base,0.600000,2,536131.906896,0.367601,13249.761905,13249.761905,4442.854007,518439.290984,296318.947974,58394.374500,339049.427591
collateral_downturn,base,0.600000,3,518439.290984,0.366081,13249.761905,13249.761905,4269.194725,500920.334354,285548.239552,58394.374500,328648.489656
collateral_downturn,base,0.600000,4,500920.334354,0.364464,13249.761905,13249.761905,4097.333768,483573.238681,274886.705092,58394.374500,318353.022637
collateral_downturn,base,0.600000,5,483573.238681,0.362740,13249.761905,13249.761905,3927.251768,466396.225008,264333.187785,58394.374500,308161.908657
collateral_downturn,base,0.600000,6,466396.225008,0.360900,13249.761905,13249.761905,3758.929572,449387.533531,253886.543499,58394.374500,298074.042098
collateral_downturn,base,0.600000,7,449387.533531,0.358931,13249.761905,13249.761905,3592.348239,432545.423387,243545.640649,58394.374500,288088.329462
collateral_downturn,base,0.600000,8,432545.423387,0.356822,13249.761905,13249.761905,3427.489041,415868.172442,233309.360044,58394.374500,278203.689235
collateral_downturn,base,0.600000,9,415868.172442,0.354557,13249.761905,13249.761905,3264.333454,399354.077083,223176.594754,58394.374500,268419.051752
collateral_downturn,base,0.600000,10,399354.077083,0.352120,13249.761905,13249.761905,3102.863162,383001.452016,213146.249973,58394.374500,258733.359066
collateral_downturn,base,0.600000,11,383001.452016,0.349492,13249.761905,13249.761905,2943.060053,366808.630059,203217.242877,58394.374500,249145.564809
collateral_downturn,base,0.600000,12,366808.630059,0.346649,13249.761905,13249.761905,2784.906213,350773.961941,193388.502492,58394.374500,239654.634071
collateral_downturn,base,0.600000,13,350773.961941,0.343567,13249.761905,13249.761905,2628.383929,334895.816108,183658.969564,58394.374500,230259.543264
collateral_downturn,base,0.600000,14,334895.816108,0.340215,13249.761905,13249.761905,2473.475682,319172.578521,174027.596420,58394.374500,220959.279998
collateral_downturn,base,0.600000,15,319172.578521,0.336557,13249.761905,13249.761905,2320.164151,303602.652465,164493.346844,58394.374500,211752.842953
collateral_downturn,base,0.600000,16,303602.652465,0.332551,13249.761905,13249.761905,2168.432202,288184.458359,155055.195947,58394.374500,202639.241758
collateral_downturn,base,0.600000,17,288184.458359,0.328147,13249.761905,13249.761905,2018.262894,272916.433560,145712.130035,58394.374500,193617.496862
collateral_downturn,base,0.600000,18,272916.433560,0.323285,13249.761905,13249.761905,1869.639473,257797.032181,136463.146492,58394.374500,184686.639420
collateral_downturn,base,0.600000,19,257797.032181,0.317891,13249.761905,13249.761905,1722.545370,242824.724907,127307.253645,58394.374500,175845.711165
collateral_downturn,base,0.600000,20,242824.724907,0.311875,13249.761905,13249.761905,1576.964199,227997.998803,118243.470650,58394.374500,167093.764296
collateral_downturn,base,0.600000,21,227997.998803,0.305126,13249.761905,13249.761905,1432.879755,213315.357143,109270.827366,58394.374500,158429.861356
collateral_downturn,base,0.600000,22,213315.357143,0.302012,13249.761905,11933.035212,1303.001059,200079.320873,100388.364236,57362.943243,148891.488228
collateral_downturn,base,0.600000,23,200079.320873,0.301803,13249.761905,9291.428571,1199.993123,189587.899178,92403.613189,55770.058011,139694.853394
collateral_downturn,base,0.600000,24,189587.899178,0.302953,13249.761905,9291.428571,1098.065866,179198.404740,86121.309387,54191.097162,132151.734417
collateral_downturn,base,0.600000,25,179198.404740,0.304216,9291.428571,9291.428571,997.207348,168909.768820,79902.956670,52625.938975,124683.320485
collateral_downturn,base,0.600000,26,168909.768820,0.305613,9291.428571,9291.428571,897.405768,158720.934481,73747.862907,51074.462791,117288.829673
collateral_downturn,base,0.600000,27,158720.934481,0.307165,9291.428571,9291.428571,798.649459,148630.856450,67655.343782,49536.549009,109967.488598
collateral_downturn,base,0.600000,28,148630.856450,0.308902,9291.428571,9291.428571,700.926888,138638.500991,61624.722706,48012.079070,102718.532326
collateral_downturn,base,0.600000,29,138638.500991,0.310861,9291.428571,9291.428571,604.226654,128742.845766,55655.330725,46500.935455,95541.204277
collateral_downturn,base,0.600000,30,128742.845766,0.313090,9291.428571,8681.952302,516.149795,119544.743669,49746.506433,45003.001670,88434.756126
collateral_downturn,base,0.600000,31,119544.743669,0.315688,9291.428571,5124.761905,473.406805,113946.574958,44318.900653,43518.162238,81805.961483
collateral_downturn,base,0.600000,32,113946.574958,0.318804,9291.428571,3129.719925,448.443802,110368.411231,41404.232941,42046.302696,77619.926850
collateral_downturn,base,0.600000,33,110368.411231,0.317264,9291.428571,1791.428571,435.364490,108141.618170,39619.742068,41457.454500,75352.542398
collateral_downturn,base,0.600000,34,108141.618170,0.312322,9291.428571,1791.428571,422.366349,105927.823249,38590.998122,41457.454500,74366.623610
collateral_downturn,base,0.600000,35,105927.823249,0.311143,9291.428571,1791.428571,409.448858,103726.945819,37568.517764,40999.220233,72969.165615
collateral_downturn,base,0.600000,36,103726.945819,0.311679,133800.000000,103726.945819,0.000000,0.000000,36552.261075,40343.125753,71397.383771
collateral_downturn,downside,0.250000,1,554000.000000,0.524145,13249.761905,13249.761905,2710.452415,538039.785680,240720.000000,46038.110869,263623.934030
collateral_downturn,downside,0.250000,2,538039.785680,0.523564,13249.761905,13249.761905,2618.584236,522171.439539,232912.022218,46038.110869,256341.670035
collateral_downturn,downside,0.250000,3,522171.439539,0.522948,13249.761905,13249.761905,2527.271821,506394.405813,225150.707666,46038.110869,249102.959379
collateral_downturn,downside,0.250000,4,506394.405813,0.522294,13249.761905,13249.761905,2436.511681,490708.132227,217435.766231,46038.110869,241907.531151
collateral_downturn,downside,0.250000,5,490708.132227,0.521599,13249.761905,13249.761905,2346.300349,475112.069973,209766.909664,46038.110869,234755.116182
collateral_downturn,downside,0.250000,6,475112.069973,0.520859,13249.761905,13249.761905,2256.634380,459605.673688,202143.851562,46038.110869,227645.447026
collateral_downturn,downside,0.250000,7,459605.673688,0.520071,13249.761905,13249.761905,2167.510353,444188.401430,194566.307359,46038.110869,220578.257955
collateral_downturn,downside,0.250000,8,444188.401430,0.519228,13249.761905,13249.761905,2078.924866,428859.714660,187033.994315,46038.110869,213553.284946
collateral_downturn,downside,0.250000,9,428859.714660,0.518327,13249.761905,13249.761905,1990.874542,413619.078213,179546.631500,46038.110869,206570.265668
collateral_downturn,downside,0.250000,10,413619.078213,0.517360,13249.761905,13249.761905,1903.356025,398465.960283,172103.939788,46038.110869,199628.939471
collateral_downturn,downside,0.250000,11,398465.960283,0.516322,13249.761905,13249.761905,1816.365980,383399.832398,164705.641838,46038.110869,192729.047379
collateral_downturn,downside,0.250000,12,383399.832398,0.515205,13249.761905,13249.761905,1729.901093,368420.169401,157351.462090,46038.110869,185870.332073
collateral_downturn,downside,0.250000,13,368420.169401,0.513999,13249.761905,13249.761905,1643.958074,353526.449422,150041.126746,46038.110869,179052.537885
collateral_downturn,downside,0.250000,14,353526.449422,0.512694,13249.761905,13249.761905,1558.533651,338718.153866,142774.363764,46038.110869,172275.410783
collateral_downturn,downside,0.250000,15,338718.153866,0.511279,13249.761905,13249.761905,1473.624576,323994.767385,135550.902842,46038.110869,165538.698365
collateral_downturn,downside,0.250000,16,323994.767385,0.509739,13249.761905,13249.761905,1389.227620,309355.777861,128370.475410,46038.110869,158842.149844
collateral_downturn,downside,0.250000,17,309355.777861,0.508057,13249.761905,13249.761905,1305.339575,294800.676381,121232.814619,46038.110869,152185.516040
collateral_downturn,downside,0.250000,18,294800.676381,0.506214,13249.761905,13249.761905,1221.957255,280328.957221,114137.655325,46038.110869,145568.549369
collateral_downturn,downside,0.250000,19,280328.957221,0.504186,13249.761905,13249.761905,1139.077494,265940.117822,107084.734083,46038.110869,138991.003830
collateral_downturn,downside,0.250000,20,265940.117822,0.501946,13249.761905,13249.761905,1056.697146,251633.658772,100073.789133,46038.110869,132452.634998
collateral_downturn,downside,0.250000,21,251633.658772,0.499458,13249.761905,13249.761905,974.813085,237409.083782,93104.560389,46038.110869,125953.200013
collateral_downturn,downside,0.250000,22,237409.083782,0.496681,13249.761905,13249.761905,893.422205,223265.899672,86176.789430,46038.110869,119492.457568
collateral_downturn,downside,0.250000,23,223265.899672,0.493563,13249.761905,11493.008356,822.488797,210950.402519,79290.219487,46038.110869,113070.167900
collateral_downturn,downside,0.250000,24,210950.402519,0.490416,13249.761905,9291.428571,764.477073,200894.496874,73317.988520,46038.110869,107496.895532
collateral_downturn,downside,0.250000,25,200894.496874,0.487427,9291.428571,9291.428571,706.822232,190896.246071,68476.038825,46038.110869,102973.106222
collateral_downturn,downside,0.250000,26,190896.246071,0.484135,9291.428571,9291.428571,649.521968,180955.295532,63663.392184,46038.110869,98476.720249
collateral_downturn,downside,0.250000,27,180955.295532,0.482813,9291.428571,9291.428571,592.573991,171071.292969,58879.861524,45566.217197,93587.715418
collateral_downturn,downside,0.250000,28,171071.292969,0.488916,9291.428571,9291.428571,535.976028,161243.888370,54125.261011,43639.900002,87431.754045
collateral_downturn,downside,0.250000,29,161243.888370,0.495724,9291.428571,9291.428571,479.725820,151472.733978,49399.406043,41723.489882,81311.488801
collateral_downturn,downside,0.250000,30,151472.733978,0.503365,9291.428571,9291.428571,423.821123,141757.484284,44702.113242,39816.935883,75226.702789
collateral_downturn,downside,0.250000,31,141757.484284,0.512003,9291.428571,9291.428571,368.259707,132097.796006,40033.200445,37920.187316,69177.180478
collateral_downturn,downside,0.250000,32,132097.796006,0.521849,9291.428571,9291.428571,313.039360,122493.328075,35392.486698,36033.193751,63162.707704
collateral_downturn,downside,0.250000,33,122493.328075,0.533174,9291.428571,5382.783064,286.632018,116823.912993,30779.792243,34155.905018,57183.071651
collateral_downturn,downside,0.250000,34,116823.912993,0.543384,9291.428571,2125.505958,277.658802,114420.748233,28445.437911,32288.271205,53343.635849
collateral_downturn,downside,0.250000,35,114420.748233,0.542194,9291.428571,1791.428571,270.439319,112358.880342,27583.799827,32101.187869,52382.478627
collateral_downturn,downside,0.250000,36,112358.880342,0.539615,133800.000000,112358.880342,0.000000,0.000000,26871.777233,32101.187869,51728.292954
collateral_downturn,upside,0.150000,1,554000.000000,0.275814,13249.761905,13249.761905,5856.233958,534894.004137,351520.000000,59568.883920,401199.083497
collateral_downturn,upside,0.150000,2,534894.004137,0.274127,13249.761905,13249.761905,5618.049111,516026.193121,338357.945557,59568.883920,388265.163801
collateral_downturn,upside,0.150000,3,516026.193121,0.272329,13249.761905,13249.761905,5383.003625,497393.427591,325364.858249,59568.883920,375497.320581
collateral_downturn,upside,0.150000,4,497393.427591,0.270410,13249.761905,13249.761905,5151.054417,478992.611269,312538.464344,59568.883920,362893.318685
collateral_downturn,upside,0.150000,5,478992.611269,0.268358,13249.761905,13249.761905,4922.159014,460820.690351,299876.521819,59568.883920,350450.954138
collateral_downturn,upside,0.150000,6,460820.690351,0.266161,13249.761905,13249.761905,4696.275541,442874.652905,287376.819907,59568.883920,338168.053689
collateral_downturn,upside,0.150000,7,442874.652905,0.263804,13249.761905,13249.761905,4473.362721,425151.528279,275037.178644,59568.883920,326042.474376
collateral_downturn,upside,0.150000,8,425151.528279,0.261270,13249.761905,13249.761905,4253.379856,407648.386518,262855.448432,59568.883920,314072.103085
collateral_downturn,upside,0.150000,9,407648.386518,0.258540,13249.761905,13249.761905,4036.286828,390362.337786,250829.509600,59568.883920,302254.856128
